-0.7501503647,-0.3010408683
-0.677241186,-0.352415427
-0.5787957378,-0.4026278814
-0.5272311171,-0.3923077687
-0.4562764297,-0.3850482618
-0.375614957,-0.3737520669
-0.2934380055,-0.3564538614
-0.2222792097,-0.3303070643
-0.1507406938,-0.2988876935
-0.0795889933,-0.2623694073
1.79E-17,-0.2915786487
-0.6336041085,-0.459597931
-0.5655390339,-0.482672005
-0.4775541202,-0.4951367523
-0.435771688,-0.4686958386
-0.3623822088,-0.4521259893
-0.2772577201,-0.4346350328
-0.2020526575,-0.4074827251
-0.1355121247,-0.3693148162
-0.0740556332,-0.3295840263
-0.5013884991,-0.5781307088
-0.440691719,-0.5792725342
-0.3648773708,-0.5646136293
-0.3169347728,-0.5398397133
-0.2408852429,-0.5099001651
-0.1657856235,-0.4746092213
-0.0896473229,-0.4354459441
-0.049817036,-0.3917024057
2.14E-17,-0.3501883395
-0.3820418719,-0.6545397232
-0.3228520652,-0.6371513433
-0.2501947242,-0.6192462837
-0.1904835931,-0.583684453
-0.1128582357,-0.5462623437
-0.0527837588,-0.4972060654
2.73E-17,-0.4453268245
0.049817036,-0.3917024057
0.0740556332,-0.3295840263
0.0795889933,-0.2623694073
0.0852240915,-0.200449867
0.0851209281,-0.1295561925
0.0732530863,-0.0410622625
-0.2673244722,-0.6959774636
-0.1986401008,-0.6834157846
-0.1282216099,-0.65142827
-0.0644901418,-0.6065622289
3.4E-17,-0.5555869354
0.0527837588,-0.4972060654
0.0896473229,-0.4354459441
0.1355121247,-0.3693148162
0.1507406938,-0.2988876935
0.1570413822,-0.226369993
0.1573697778,-0.1577633493
0.146400017,-0.0651859812
-0.1365596426,-0.7261677236
-0.0668225012,-0.7087253497
4.06E-17,-0.6625787372
0.0644901418,-0.6065622289
0.1128582357,-0.5462623437
0.1657856235,-0.4746092213
0.2020526575,-0.4074827251
0.2222792097,-0.3303070643
0.2280004533,-0.2551568811
0.2297012255,-0.1794929303
0.2171784659,-0.0922551368
0.0668225012,-0.7087253497
0.1282216099,-0.65142827
0.1904835931,-0.583684453
0.2408852429,-0.5099001651
0.2772577201,-0.4346350328
0.2934380055,-0.3564538614
0.3007707469,-0.2775763658
0.2975763712,-0.2033016786
0.2916981883,-0.1183505685
0.1365596426,-0.7261677236
0.1986401008,-0.6834157846
0.2501947242,-0.6192462837
0.3169347728,-0.5398397133
0.3623822088,-0.4521259893
0.375614957,-0.3737520669
0.3788389853,-0.2913639197
0.3731319795,-0.2134191867
0.3548760029,-0.1427442806
0.2673244722,-0.6959774636
0.3228520652,-0.6371513433
0.3648773708,-0.5646136293
0.435771688,-0.4686958386
0.4562764297,-0.3850482618
0.4632935464,-0.3006247461
0.4488144284,-0.215786966
0.4242734768,-0.1190429532
0.36440691,-0.0633906056
0.2972840352,-0.0312180658
0.2275992095,0.0042528473
0.147622502,0.0293977729
0.0464928473,0.0465591166
0.3820418719,-0.6545397232
0.440691719,-0.5792725342
0.4775541202,-0.4951367523
0.5272311171,-0.3923077687
0.5269841958,-0.3230810717
0.5380931876,-0.2012550409
0.5042764057,-0.1001619019
0.4391570444,-0.0225933376
0.362080518,0.0282781699
0.2854267937,0.0618672527
0.2036677958,0.0955261751
0.0961817847,0.1136712742
0.5013884991,-0.5781307088
0.5655390339,-0.482672005
0.5787957378,-0.4026278814
0.5819146453,-0.0667938358
0.5122735429,0.0304191801
0.4271948576,0.0891383971
0.3389952246,0.1279606416
0.2485870011,0.1549443683
0.1431765653,0.1784050946
0.6336041085,-0.459597931
0.677241186,-0.352415427
0.6449370212,0.0530545473
0.5691224953,0.1119136248
0.4750425104,0.1722868804
0.3843181979,0.2000965234
0.2909920305,0.2166978271
0.1907789507,0.2342278985
0.7501503647,-0.3010408683
0.7793171175,-0.1209607334
0.7512510405,0.0441227581
0.691994761,0.1189305013
0.608797344,0.2207366518
0.5007579427,0.2727793914
0.4032724211,0.2885381751
0.3142238296,0.2911202401
0.2361095539,0.2868271398
0.6635504279,0.2441885234
0.594751991,0.3760273042
0.7295145191,0.2084193426
0.7935719145,0.0919102976
0.8235221642,-0.0972986135
0.5603459079,0.4637150497
0.6749386407,0.3637391444
0.7571710026,0.2795802238
0.8322415247,0.1211548932
0.4821552069,0.556807049
0.6040820114,0.4825823545
0.6828256161,0.4382996479
0.7876754973,0.3261663384
0.3784163464,0.6453212427
0.5029165416,0.6000885195
0.5903989848,0.5614077385
-0.3784163464,0.6453212427
-0.5029165416,0.6000885195
-0.5903989848,0.5614077385
-0.4821552069,0.556807049
-0.6040820114,0.4825823545
-0.6828256161,0.4382996479
-0.7876754973,0.3261663384
-0.5603459079,0.4637150497
-0.6749386407,0.3637391444
-0.7571710026,0.2795802238
-0.8322415247,0.1211548932
-0.594751991,0.3760273042
-0.6635504279,0.2441885234
-0.7295145191,0.2084193426
-0.7935719145,0.0919102976
-0.8235221642,-0.0972986135
1.01E-18,-0.0164681563
